"BR","UF ","Tipo de trecho","Desc Coinc","Código","Local de Início","Local de Fim","km inicial","km final","Extensão","Superfície Federal","Obras","Federal Coincidente","Administração","Ato legal","Estadual Coincidente","Superfície Est. Coincidente","Jurisdição","Superfície","Unidade Local"
"226","MA","Eixo Principal","-","226BMA0850","ENTR BR-135(B) (PRESIDENTE DUTRA)","ENTR MA-259 (P/TUNTUM)","204.1","217.2","13.1","PAV","","226BMA0850","Federal","","","","Federal","PAV","Caxias"
"226","MA","Eixo Principal","-","226BMA0860","ENTR MA-259 (P/TUNTUM)","BARRA DO CORDA","217.2","299.8","82.6","PAV","","226BMA0860","Federal","","","","Federal","PAV","Caxias"
"226","MA","Eixo Principal","-","226BMA0870","BARRA DO CORDA","ENTR MA-328 (P/JENIPAPO DOS VIEIRAS)","299.8","340.3","40.5","PAV","","226BMA0870","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","-","226BMA0880","ENTR MA-328 (P/JENIPAPO DOS VIEIRAS)","ENTR MA-006(A) (GRAJAÚ)","340.3","415.7","75.4","PAV","","226BMA0880","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","-","226BMA0885","ENTR MA-006(A) (GRAJAÚ)","ENTR MA-006(B) (PONTE S/ R GRAJAÚ (ACESSO BELA ESTRÊLA))","415.7","419.9","4.2","PAV","","226BMA0885","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","-","226BMA0890","ENTR MA-006(B) (PONTE S/ R GRAJAÚ (ACESSO BELA ESTRÊLA))","ENTR MA-275","419.9","478.4","58.5","PAV","","226BMA0890","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","-","226BMA0910","ENTR MA-275","ENTR BR-010(A) (PORTO FRANCO)","478.4","570.7","92.3","PAV","","226BMA0910","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","Coinc","226BMA0930","ENTR BR-010(A) (PORTO FRANCO)","ENTR BR-010(B)/230(A)/MA-138 (ESTREITO)","570.7","598.3","27.6","PAV","","010BMA0390;226BMA0930","Federal","","","","Federal","PAV","Imperatriz"
"226","MA","Eixo Principal","-","226BMA0940","ENTR BR-010(B)/230(A)/MA-138 (ESTREITO)","DIV MA/TO","598.3","599.1","0.8","PAV","","226BMA0940;230BMA1075","Federal","","","","Federal","PAV","Imperatriz"
"226","PI","Eixo Principal","-","226BPI0710","DIV CE/PI (OITICICA)","BURITI DOS MONTES","0","37","37","PLA","","226BPI0710","Federal","","","","Federal","PLA",""
"226","PI","Eixo Principal","-","226BPI0715","BURITI DOS MONTES","ENTR BR-407(A)/PI-115","37","78","41","PLA","","226BPI0715","Federal","","","","Federal","PLA",""
"226","PI","Eixo Principal","-","226BPI0730","ENTR BR-407(A)/PI-115","CASTELO DO PIAUÍ","78","104.1","26.1","PLA","","226BPI0730;407BPI0053","Estadual","","PI-115","PAV","Estadual","PLA",""
"226","PI","Eixo Principal","-","226BPI0735","CASTELO DO PIAUÍ","ENTR BR-407(B)/PI-115 (JUAZEIRO DO PIAUÍ)","104.1","124.9","20.8","PLA","","226BPI0735;407BPI0050","Estadual","","PI-115","PAV","Estadual","PLA",""
"226","PI","Eixo Principal","-","226BPI0750","ENTR BR-407(B)/PI-115 (JUAZEIRO DO PIAUÍ)","ENTR PI-221 (NOVO SANTO ANTÔNIO)","124.9","156.8","31.9","PLA","","226BPI0750","Estadual","","PI-450","LEN","Estadual","PLA",""
"226","PI","Eixo Principal","-","226BPI0755","ENTR PI-221 (NOVO SANTO ANTÔNIO)","ENTR PI-215 (COIVARAS)","156.8","199.7","42.9","PLA","","226BPI0755","Federal","","","","Federal","PLA",""
"226","PI","Eixo Principal","-","226BPI0760","ENTR PI-215 (COIVARAS)","ENTR BR-343(A)/PI-352 (ALTOS)","199.7","227.7","28","PAV","","226BPI0760","Federal","","","","Federal","PAV","Piripiri"
"226","PI","Eixo Principal","-","226BPI0765","ENTR BR-343(A)/PI-352 (ALTOS)","INÍCIO DAS OBRAS DE DUPLICAÇÃO","227.7","255.5","27.8","PAV","","226BPI0765;343BPI0170","Federal","","","","Federal","PAV","Piripiri"
"226","PI","Eixo Principal","-","226BPI0770","INÍCIO DAS OBRAS DE DUPLICAÇÃO","ENTR PI-113","255.5","256.8","1.3","PAV","EOD","226BPI0770;343BPI0175","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0775","ENTR PI-113","INÍCIO DA PISTA DUPLA","256.8","264.5","7.7","PAV","EOD","226BPI0775;343BPI0180","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0780","INÍCIO DA PISTA DUPLA","ACESSO A TERESINA (FIM DA PISTA DUPLA)","264.5","264.8","0.3","DUP","","226BPI0780;343BPI0185","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0785","ACESSO A TERESINA (FIM DA PISTA DUPLA)","ENTR BR-316(A)/343(B) (TERESINA)","264.8","272.4","7.6","PAV","","226BPI0785;343BPI0190","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0790","ENTR BR-316(A)/343(B) (TERESINA)","ENTR PI-130","272.4","272.9","0.5","DUP","","226BPI0790;316BPI0400","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0795","ENTR PI-130","INÍCIO PONTE RIO PARANAÍBA (TERESINA)","272.9","274.2","1.3","PAV","","226BPI0795;316BPI0395","Federal","","","","Federal","PAV","Teresina"
"226","PI","Eixo Principal","-","226BPI0800","INÍCIO PONTE RIO PARANAÍBA (TERESINA)","ENTR BR-316(B) (DIV PI/MA) (FIM PONTE RIO PARNAÍBA) (TIMON)","274.2","274.8","0.6","PAV","","226BPI0800;316BPI0390","Federal","","","","Federal","PAV","Teresina"
"226","RN","Eixo Principal","-","226BRN0010","ENTR BR-101 (VIADUTO DA URBANA - NATAL)*TRECHO URBANO*","INÍCIO DA PISTA DUPLA *TRECHO URBANO*","0","0.8","0.8","PAV","","226BRN0010","Convênio Adm.Federal/Municipal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0015","INÍCIO DA PISTA DUPLA","FIM PISTA DUPLA (ENTR AV C MOR GOLVEIA) *TRECHO URBANO*","0.8","2.2","1.4","DUP","","226BRN0015","Convênio Adm.Federal/Municipal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0018","FIM PISTA DUPLA (ENTR AV C MOR GOLVEIA)","ENTR BR-304(A) (MACAÍBA)","2.2","16.1","13.9","PAV","","226BRN0018","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0030","ENTR BR-304(A) (MACAÍBA)","ENTR BR-304(B)","16.1","32.8","16.7","PAV","EOD","226BRN0030;304BRN0350","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0050","ENTR BR-304(B)","ENTR RN-203 (P/ SÃO PEDRO)","32.8","41","8.2","PAV","","226BRN0050","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0070","ENTR RN-203 (P/SÃO PEDRO)","ENTR RN-315 (BOM JESUS)","41","48.3","7.3","PAV","","226BRN0070","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0080","ENTR RN-315 (BOM JESUS)","ENTR RN-120(A) (P/SENADOR ELÓI DE SOUZA)","48.3","60.7","12.4","PAV","","226BRN0080","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0090","ENTR RN-120(A) (P/SENADOR ELÓI DE SOUZA)","ENTR RN-120(B) (SERRA CAIADA)","60.7","67.9","7.2","PAV","","226BRN0090","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0110","ENTR RN-120(B) (SERRA CAIADA)","ENTR RN-093(A) (TANGARÁ)","67.9","83.4","15.5","PAV","","226BRN0110","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0120","ENTR RN-093(A) (TANGARÁ)","ENTR RN-093(B) (TANGARÁ) (P/SÍTIO NOVO)","83.4","83.9","0.5","PAV","","226BRN0120","Federal","","","","Federal","PAV","Macaíba"
"226","RN","Eixo Principal","-","226BRN0130","ENTR RN-093(B) (TANGARÁ) (P/SÍTIO NOVO)","ENTR RN-092 (P/JAPI)","83.9","107.5","23.6","PAV","","226BRN0130","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0150","ENTR RN-092 (P/JAPI)","ENTR RN-023(A) (SANTA CRUZ) (P/CEL.EZEQUIEL)","107.5","111.7","4.2","PAV","","226BRN0150","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0155","ENTR RN-023(A) (SANTA CRUZ) (P/CEL.EZEQUIEL)","ENTR RN-023(B) (P/LAJES PINTADAS)","111.7","117","5.3","PAV","","226BRN0155","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0165","ENTR RN-023(B) (P/LAJES PINTADAS)","ENTR RN-104 (P/CAMPO REDONDO)","117","133.8","16.8","PAV","","226BRN0165","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0170","ENTR RN-104 (P/CAMPO REDONDO)","ENTR BR-104(A)","133.8","137.3","3.5","PAV","","226BRN0170","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","Coinc","226BRN0175","ENTR BR-104(A)","ENTR BR-104(B)","137.3","149.9","12.6","PAV","","104BRN0150;226BRN0175","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0177","ENTR BR-104(B)","ENTR RN-042 (P/CERRO CORÁ)","149.9","160.5","10.6","PAV","","226BRN0177","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0180","ENTR RN-042 (P/CERRO CORÁ)","ENTR RN-041 (P/LAGOA NOVA) (CURRAIS NOVOS)*TRECHO URBANO*","160.5","175.3","14.8","PAV","","226BRN0180","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0190","ENTR RN-041 (P/LAGOA NOVA) (CURRAIS NOVOS)*TRECHO URBANO*","INÍCIO TRECHO DUPLICADO (CURRAIS NOVOS)*TRECHO URBANO*","175.3","175.5","0.2","PAV","","226BRN0190","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0195","INÍCIO TRECHO DUPLICADO (CURRAIS NOVOS)*TRECHO URBANO*","ENTR BR-427(A) (FIM TRECHO DUP) (CURRAIS NOVOS)*TRECHO URBANO*","175.5","177","1.5","DUP","","226BRN0195","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0200","ENTR BR-427(A) (FIM TRECHO DUP) (CURRAIS NOVOS)*TRECHO URBANO*","ENTR BR-427(B) (P/ACARI)","177","178.1","1.1","PAV","","226BRN0200;427BRN0020","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0210","ENTR BR-427(B) (P/ACARI)","SÃO VICENTE","178.1","198.5","20.4","PLA","","226BRN0210","Estadual","","RN-226","PAV","Estadual","PLA",""
"226","RN","Eixo Principal","-","226BRN0215","SÃO VICENTE","ENTR RN-088 (P/CRUZETA)","198.5","212.75","14.25","PLA","","226BRN0215","Estadual","","RN-226","PAV","Estadual","PLA",""
"226","RN","Eixo Principal","-","226BRN0220","ENTR RN-088 (P/CRUZETA)","ENTR RN-087 (FLORÂNIA) (P/TEN.LAURENTINO CRUZ)","212.75","218.72","5.97","PLA","","226BRN0220","Estadual","","RN-226","PAV","Estadual","PLA",""
"226","RN","Eixo Principal","-","226BRN0250","ENTR RN-087 (FLORÂNIA) (P/TEN.LAURENTINO CRUZ)","ENTR RN-118(A) (P/SÃO RAFAEL)","218.72","238.92","20.2","PAV","","226BRN0250","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0270","ENTR RN-118(A) (P/SÃO RAFAEL)","ENTR RN-118(B) (JUCURUTÚ) (P/CAICÓ)","238.92","245.32","6.4","PAV","","226BRN0270","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0290","ENTR RN-118(B) (JUCURUTÚ) (P/CAICÓ)","ENTR RN-233(A) (TRIUNFO POTIGUAR) (P/PARAU)","245.32","276.12","30.8","PAV","","226BRN0290","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","-","226BRN0300","ENTR RN-233(A) (TRIUNFO POTIGUAR) (P/PARAU)","ENTR BR-110(A)/RN-233 (CAMPO GRANDE)","276.12","290.32","14.2","PAV","","226BRN0300","Federal","","","","Federal","PAV","Currais Novos"
"226","RN","Eixo Principal","Coinc","226BRN0305","ENTR BR-110(B)/RN-233 (CAMPO GRANDE)","ENTR BR-110(A) (JANDUÍS)","290.32","309.92","19.6","PAV","","110BRN0070;226BRN0305","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0310","ENTR BR-110(A) (JANDUÍS)","MESSIAS TARGINO","309.92","323.02","13.1","PAV","","226BRN0310","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0315","MESSIAS TARGINO","ENTR RN-501","323.02","334.92","11.9","PAV","","226BRN0315","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0325","ENTR RN-501","ENTR RN-078(A) (PATU)","334.92","337.92","3","PAV","","226BRN0325","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0350","ENTR RN-078(A) (PATU)","ENTR RN-078(B)","337.92","341.32","3.4","PAV","","226BRN0350","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0355","ENTR RN-078(B)","ENTR RN-074(A) (P/ RAFAEL GODEIRO)","341.32","352.32","11","PAV","","226BRN0355","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0360","ENTR RN-074 (A) (P/ RAFAEL GODEIRO)","ENTR RN-074(B) (ALMINO AFONSO)","352.32","353.22","0.9","PAV","","226BRN0360","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0363","ENTR RN-074(B) (ALMINO AFONSO)","ENTR RN-072 (P/ LUCRÉCIA)","353.22","357.92","4.7","PAV","","226BRN0363","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0366","ENTR RN-072 (P/ LUCRÉCIA)","ACESSO P/ FRUTUOSO GOMES","357.92","362.92","5","PAV","","226BRN0366","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0370","ACESSO P/ FRUTUOSO GOMES","ENTR RN-117(A) - INÍCIO DUPLICAÇÃO","362.92","370.82","7.9","PAV","","226BRN0370","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0375","ENTR RN-117(A) - INÍCIO DUPLICAÇÃO","FIM DUPLICAÇÃO","370.82","371.42","0.6","DUP","","226BRN0375","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0377","FIM DUPLICAÇÃO","ENTR RN-075/117(B) (P/PILÕES)","371.42","381.32","9.9","PAV","","226BRN0377","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0380","ENTR RN-075/117(B) (P/PILÕES)","ENTR RN-177 (ACESSO LESTE PAU DOS FERROS)","381.32","406.92","25.6","PAV","","226BRN0380","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0390","ENTR RN-177 (ACESSO LESTE PAU DOS FERROS)","ENTR BR-405 (ACESSO NORTE PAUS DOS FERROS)","406.92","411.02","4.1","PAV","","226BRN0390","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","RN","Eixo Principal","-","226BRN0400","ENTR BR-405 (ACESSO NORTE PAUS DOS FERROS)","DIV RN/CE","411.02","421.02","10","PAV","","226BRN0400","Federal","","","","Federal","PAV","Pau dos Ferros"
"226","TO","Eixo Principal","-","226BTO0950","DIV MA/TO (ESTREITO)","ENTR BR-230/TO-126","0","1.7","1.7","PAV","","226BTO0950;230BTO1090","Federal","","","","Federal","PAV","Araguaína"
"226","TO","Eixo Principal","-","226BTO0952","ENTR BR-230/TO-126","ENTR TO-415 (PALMEIRAS)","1.7","12","10.3","PAV","","226BTO0952","Federal","","","","Federal","PAV","Araguaína"
"226","TO","Eixo Principal","-","226BTO0970","ENTR TO-415 (PALMEIRAS)","ENTR TO-134 (P/DARCINÓPOLIS)","12","39.7","27.7","PAV","","226BTO0970","Federal","","","","Federal","PAV","Araguaína"
"226","TO","Eixo Principal","-","226BTO0972","ENTR TO-134 (P/DARCINÓPOLIS)","ENTR BR-153/TO-010 (WANDERLÂNDIA)","39.7","71.3","31.6","PAV","","226BTO0972","Federal","","","","Federal","PAV","Araguaína"
"226","RN","Contorno","-","226CRN1005","ENTR BR-226 (ACESSO LESTE CURRAIS NOVOS)","ENTR BR-427 (P/ACARI)","0","6.8","6.8","PLA","","226CRN1005","Federal","","","","Federal","PLA",""
"226","RN","Contorno","-","226CRN1010","ENTR BR-427 (P/ACARI)","ENTR BR-226 (P/SÃO VICENTE)","6.8","11.6","4.8","PLA","","226CRN1010","Federal","","","","Federal","PLA",""
"230","CE","Acesso","-","230ACE1005","ACESSO P/ RIACHO VERDE","R. VICENTE MÁXIMO (RIACHO VERDE)","0","5.9","5.9","PLA","","230ACE1005","Federal","","","","Federal","PLA",""
"230","PA","Acesso","-","230APA1005","ENTR BR-230","PORTO DE MIRITITUBA - ACESSO","0","8.3","8.3","PLA","","230APA1005","Convênio Adm.Municipal/Federal","","Municipal","","Municipal","PLA",""
"230","PA","Acesso","-","230APA2005","ENTR BR-230","ACESSO AOS PORTOS (ITAPACURÁ)","0","14.5","14.5","PLA","","230APA2005","Convênio Adm.Municipal/Federal","","Municipal","","Municipal","PLA",""
"230","PB","Acesso","-","230APB1005","ENTR BR-230","CAMPINA GRANDE (ACESSO OESTE)","0","3.2","3.2","PAV","","230APB1005","Federal","","","","Federal","PAV","Campina Grande"
"230","PB","Acesso","-","230APB2005","ENTR BR-230","PATOS (ACESSO OESTE)","0","1.7","1.7","PAV","","230APB2005","Federal","","","","Federal","PAV","Patos"
"230","AM","Eixo Principal","-","230BAM1810","DIV PA/AM (IGARAPÉ PALMARES)","IGARAPÉ BORRACHUDO","0","21.5","21.5","IMP","","230BAM1810","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1815","IGARAPÉ BORRACHUDO","ACESSO AO RIO TAPAJÓS","21.5","26.1","4.6","IMP","","230BAM1815","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1820","ACESSO AO RIO TAPAJÓS","IGARAPÉ PIUM","26.1","42.6","16.5","IMP","","230BAM1820","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1825","IGARAPÉ PIUM","IGARAPÉ PALOMITA","42.6","48.9","6.3","IMP","","230BAM1825","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1830","IGARAPÉ PALOMITA","IGARAPÉ DO ABACAXI","48.9","84.2","35.3","IMP","","230BAM1830","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1835","IGARAPÉ DO ABACAXI","INÍCIO TRV RIO SUCUNDURI","84.2","106.6","22.4","IMP","","230BAM1835","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1840","INÍCIO TRV RIO SUCUNDURI","FIM TRAV R SUCUNDURI (VILA SUCUNDURI)","106.6","106.9","0.3","TRV","","230BAM1840","Federal","","","","Federal","N_PAV",""
"230","AM","Eixo Principal","-","230BAM1845","FIM TRAV R SUCUNDURI (VILA SUCUNDURI)","IGARAPÉ CAMAIÚ","106.9","141.4","34.5","IMP","","230BAM1845","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1850","IGARAPÉ CAMAIÚ","IGARAPÉ ANDORINHA","141.4","182.7","41.3","IMP","","230BAM1850","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1855","IGARAPÉ ANDORINHA","RIO ACARÍ","182.7","188","5.3","IMP","","230BAM1855","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1860","RIO ACARÍ","RIO QUEIXADA","188","190","2","IMP","","230BAM1860","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1865","RIO QUEIXADA","APUÍ","190","213.2","23.2","IMP","","230BAM1865","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1870","APUÍ","RIO JUMA","213.2","218.4","5.2","IMP","","230BAM1870","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1875","RIO JUMA","RIO DAS POMBAS","218.4","237","18.6","IMP","","230BAM1875","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1880","RIO DAS POMBAS","IGARAPÉ JATUARANA","237","293.9","56.9","IMP","","230BAM1880","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1890","IGARAPÉ JATUARANA","ENTR BR-174","293.9","306","12.1","IMP","","230BAM1890","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1900","ENTR BR-174","IGARAPÉ DO PEIXE","306","311.4","5.4","IMP","","230BAM1900","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1905","IGARAPÉ DO PEIXE","INÍCIO TRAVESSIA RIO ARIPUANÃ","311.4","314.4","3","IMP","","230BAM1905","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1910","INÍCIO TRAVESSIA RIO ARIPUANÃ","FIM TRAVESSIA RIO ARIPUANÃ","314.4","314.8","0.4","TRV","","230BAM1910","Federal","","","","Federal","N_PAV",""
"230","AM","Eixo Principal","-","230BAM1925","FIM TRAVESSIA RIO ARIPUANÃ","IGARAPÉ OURO VERDE","314.8","327.3","12.5","IMP","","230BAM1925","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1930","IGARAPÉ OURO VERDE","ACESSO AO RIO ROOSEVELT","327.3","344.9","17.6","IMP","","230BAM1930","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1935","ACESSO AO RIO ROOSEVELT","IGARAPÉ DO WANDO","344.9","352","7.1","IMP","","230BAM1935","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1940","IGARAPÉ DO WANDO","IGARAPÉ JATUARANINHA","352","378.8","26.8","IMP","","230BAM1940","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1945","IGARAPÉ JATUARANINHA","RIO MANICORÉ","378.8","400.6","21.8","IMP","","230BAM1945","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1950","RIO MANICORÉ","RIO MATUPI","400.6","424.7","24.1","IMP","","230BAM1950","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1952","RIO MATUPI","VILA DO SANTO ANTÔNIO DO MATUPI","424.7","427.4","2.7","IMP","","230BAM1952","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1955","VILA DO SANTO ANTÔNIO DO MATUPI","RIO BRANCO","427.4","439.7","12.3","IMP","","230BAM1955","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1960","RIO BRANCO","IGARAPÉ DO INFERNO","439.7","442.5","2.8","IMP","","230BAM1960","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1965","IGARAPÉ DO INFERNO","INÍCIO DA ÁREA INDÍGENA TENHARIM","442.5","458.7","16.2","IMP","","230BAM1965","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1970","INÍCIO DA ÁREA INDÍGENA TENHARIM","IGARAPÉ MAFUÍ","458.7","461.7","3","IMP","","230BAM1970","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1975","IGARAPÉ MAFUÍ","ACESSO A RODOVIA DO ESTANHO","461.7","463.1","1.4","IMP","","230BAM1975","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1980","ACESSO A RODOVIA DO ESTANHO","RIO DOS MARMELOS","463.1","486","22.9","IMP","","230BAM1980","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1985","RIO DOS MARMELOS","RIO AMAZONÍA (FIM ÁREA IND TENHARIM)","486","516.3","30.3","IMP","","230BAM1985","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1990","RIO AMAZONÍA (FIM ÁREA IND TENHARIM)","RIO MAICÍ","516.3","522.5","6.2","IMP","","230BAM1990","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM1995","RIO MAICÍ","IGARAPÉ 9 DE JANEIRO","522.5","541.1","18.6","IMP","","230BAM1995","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2000","IGARAPÉ 9 DE JANEIRO","RIO MAICÍ MIRIM","541.1","562.7","21.6","IMP","","230BAM2000","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2005","RIO MAICÍ MIRIM","IGARAPÉ TRAÍRA","562.7","573","10.3","IMP","","230BAM2005","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2010","IGARAPÉ TRAÍRA","IGARAPÉ BOIÚÇU","573","587.2","14.2","IMP","","230BAM2010","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2015","IGARAPÉ BOIÚÇU","IGARAPÉ CHICANGA","587.2","603.3","16.1","IMP","","230BAM2015","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2020","IGARAPÉ CHICANGA","IGARAPÉ JOARÍ","603.3","605.8","2.5","IMP","","230BAM2020","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2025","IGARAPÉ JOARÍ","INÍCIO TRAVESSIA RIO MADEIRA","605.8","609.2","3.4","IMP","","230BAM2025","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2030","INÍCIO TRAVESSIA RIO MADEIRA","FIM TRAVESSIA RIO MADEIRA (CRATO)","609.2","610.4","1.2","TRV","","230BAM2030","Federal","","","","Federal","N_PAV",""
"230","AM","Eixo Principal","-","230BAM2035","FIM TRAVESSIA RIO MADEIRA (CRATO)","HUMAITÁ","610.4","613.2","2.8","DUP","","230BAM2035","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2040","HUMAITÁ","ENTR BR-319(A) (P/PORTO VELHO)","613.2","619.7","6.5","PAV","","230BAM2040","Federal","","","","Federal","PAV","Humaitá"
