"BR","UF ","Tipo de trecho","Desc Coinc","Código","Local de Início","Local de Fim","km inicial","km final","Extensão","Superfície Federal","Obras","Federal Coincidente","Administração","Ato legal","Estadual Coincidente","Superfície Est. Coincidente","Jurisdição","Superfície","Unidade Local"
"230","AM","Eixo Principal","-","230BAM2045","ENTR BR-319(A) (P/PORTO VELHO)","IGARAPÉ BOM FUTURO","619.7","624.2","4.5","PAV","","230BAM2045;319BAM0205","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2050","IGARAPÉ BOM FUTURO","IGARAPÉ DO RETIRO","624.2","631.5","7.3","PAV","","230BAM2050;319BAM0200","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2055","IGARAPÉ DO RETIRO","ENTR BR-319(B) (P/MANAUS)","631.5","642.6","11.1","PAV","","230BAM2055;319BAM0195","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2060","ENTR BR-319(B) (P/MANAUS)","IGARAPÉ SANTO ANTÔNIO DE PÁDUA","642.6","643.1","0.5","IMP","","230BAM2060","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2065","IGARAPÉ SANTO ANTÔNIO DE PÁDUA","INÍCIO TRAVESSIA IGARAPÉ IPIXUNA","643.1","652","8.9","IMP","","230BAM2065","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2070","INÍCIO TRAVESSIA IGARAPÉ IPIXUNA","FIM TRAV IG IPIXUNA (PONTE MADEIRA)","652","652.1","0.1","IMP","","230BAM2070","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2075","FIM TRAV IG IPIXUNA (PONTE MADEIRA)","IGARAPÉ PRETO","652.1","681.9","29.8","IMP","","230BAM2075","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2080","IGARAPÉ PRETO","IGARAPÉ DO RIOZINHO","681.9","690.3","8.4","IMP","","230BAM2080","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2085","IGARAPÉ DO RIOZINHO","IGARAPÉ ITAPARANÁ","690.3","701.5","11.2","IMP","","230BAM2085","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2090","IGARAPÉ ITAPARANÁ","IGARAPÉ ITAPARANAZINHO","701.5","708.9","7.4","IMP","","230BAM2090","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2100","IGARAPÉ ITAPARANAZINHO","RIO ASSUÃ","708.9","733.2","24.3","IMP","","230BAM2100","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2110","RIO ASSUÃ","INÍCIO TRAVESSIA RIO MUCUIM","733.2","752.8","19.6","IMP","","230BAM2110","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2115","INÍCIO TRAVESSIA RIO MUCUIM","FIM TRAV R MUCUIM (INI FLONA BALATA T.)","752.8","753","0.2","TRV","","230BAM2115","Federal","","","","Federal","N_PAV",""
"230","AM","Eixo Principal","-","230BAM2120","FIM TRAV R MUCUIM (INI FLONA BALATA T.)","RIO PUNAINÃ","753","780.2","27.2","IMP","","230BAM2120","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2125","RIO PUNAINÃ","RIO SANTO ANTÔNIO","780.2","785","4.8","IMP","","230BAM2125","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2130","RIO SANTO ANTÔNIO","RIO UMARÍ","785","790","5","IMP","","230BAM2130","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2150","RIO UMARÍ","RIO PACIÁ (FIM FLONA BALATA T.)","790","797.5","7.5","IMP","","230BAM2150","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2165","RIO PACIÁ (FIM FLONA BALATA T.)","IGARAPÉ BOA ÁGUA","797.5","807.3","9.8","IMP","","230BAM2165","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2170","IGARAPÉ BOA ÁGUA","INÍCIO PAVIMENTAÇÃO","807.3","815.4","8.1","IMP","","230BAM2170","Federal","","","","Federal","N_PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2175","INÍCIO PAVIMENTAÇÃO","ENTR BR-317 (LÁBREA)","815.4","831.4","16","PAV","","230BAM2175","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2180","ENTR BR-317 (LÁBREA)","FIM DA PAVIMENTAÇÃO","831.4","832.3","0.9","PAV","","230BAM2180","Federal","","","","Federal","PAV","Humaitá"
"230","AM","Eixo Principal","-","230BAM2182","FIM DA PAVIMENTAÇÃO","RIO PINHUÃ","832.3","832.9","0.6","PLA","","230BAM2182","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2185","RIO PINHUÃ","BOA VISTA","832.9","1006.4","173.5","PLA","","230BAM2185","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2190","BOA VISTA","RIO BRANCO","1006.4","1096.4","90","PLA","","230BAM2190","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2195","RIO BRANCO","RIO TAPAUÁ","1096.4","1146.4","50","PLA","","230BAM2195","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2200","RIO TAPAUÁ","ENTR AM-333","1146.4","1216.4","70","PLA","","230BAM2200","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2205","ENTR AM-333","RIO MUTUM","1216.4","1273.4","57","PLA","","230BAM2205","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2210","RIO MUTUM","RIO JUTAÍ","1273.4","1348.4","75","PLA","","230BAM2210","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2230","RIO JUTAÍ","IGARAPÉ BOA VISTA","1348.4","1428.4","80","PLA","","230BAM2230","Federal","","","","Federal","PLA",""
"230","AM","Eixo Principal","-","230BAM2250","IGARAPÉ BOA VISTA","ENTR BR-307 (BENJAMIN CONSTANT)","1428.4","1518.4","90","PLA","","230BAM2250","Federal","","","","Federal","PLA",""
"230","CE","Eixo Principal","-","230BCE0530","DIV PB/CE","ENTR BR-116(A) (FELIZARDO)","0","6.7","6.7","PAV","","230BCE0530","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","Coinc","230BCE0550","ENTR BR-116(A) (FELIZARDO)","ENTR CE-286 (P/IPAUMIRIM)","6.7","10.9","4.2","PAV","","116BCE0295;230BCE0550","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","Coinc","230BCE0560","ENTR CE-286 (P/IPAUMIRIM)","ENTR BR-116(B)","10.9","19.7","8.8","PAV","","116BCE0290;230BCE0560","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0570","ENTR BR-116(B)","ENTR CE-153 (LAVRAS DA MANGABEIRA)","19.7","39.4","19.7","PAV","","230BCE0570","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0590","ENTR CE-153 (LAVRAS DA MANGABEIRA)","ENTR CE-385","39.4","48.3","8.9","PAV","","230BCE0590","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0600","ENTR CE-385","ENTR CE-153 (MANGABEIRA)","48.3","58.4","10.1","PAV","","230BCE0600","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0610","ENTR CE-153 (MANGABEIRA)","INÍCIO DA DUPLICAÇÃO","58.4","78.4","20","PAV","","230BCE0610","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0620","INÍCIO DA DUPLICAÇÃO","FINAL DA DUPLICAÇÃO","78.4","80.4","2","DUP","","230BCE0620","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0625","FINAL DA DUPLICAÇÃO","ENTR BR-122 (VÁRZEA ALEGRE)","80.4","81.5","1.1","PAV","","230BCE0625","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0630","ENTR BR-122 (VÁRZEA ALEGRE)","ENTR CE-166/386/489 (FARIAS BRITO)","81.5","115.9","34.4","PAV","","230BCE0630","Federal","","","","Federal","PAV","Icó"
"230","CE","Eixo Principal","-","230BCE0650","ENTR CE-166/386/489 (FARIAS BRITO)","ENTR CE-176/375/388 (ASSARÉ)","115.9","150.9","35","PLA","","230BCE0650","Federal","","","","Federal","PLA",""
"230","CE","Eixo Principal","-","230BCE0670","ENTR CE-176/375/388 (ASSARÉ)","ENTR CE-373 (CARMELÓPOLIS)","150.9","200.9","50","PLA","","230BCE0670","Federal","","","","Federal","PLA",""
"230","CE","Eixo Principal","-","230BCE0690","ENTR CE-373 (CARMELÓPOLIS)","ENTR CE-187/292 (A)(CAMPOS SALES)","200.9","233.3","32.4","PLA","","230BCE0690","Estadual","","CE-371","PAV","Estadual","PLA",""
"230","CE","Eixo Principal","-","230BCE0710","ENTR CE-187/292 (A)(CAMPOS SALES)","ENTR CE-292(B) (DIV CE/PI)","233.3","243","9.7","PLA","","230BCE0710","Estadual","","CE-292","PAV","Estadual","PLA",""
"230","MA","Eixo Principal","-","230BMA0910","ENTR BR-343 (DIV PI/MA) (BARÃO DO GRAJAÚ)","ENTR MA-040","0","20.9","20.9","PAV","","230BMA0910","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0930","ENTR MA-040","ENTR BR-135(A)/MA-364 (DOIS IRMÃOS)","20.9","57.5","36.6","PAV","","230BMA0930","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","Coinc","230BMA0950","ENTR BR-135(A)/MA-364 (DOIS IRMÃOS)","ENTR MA-363 (BOM JESUS)","57.5","79.2","21.7","DUP","","135BMA0345;230BMA0950","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","Coinc","230BMA0955","ENTR MA-363 (BOM JESUS)","R.JOÃO DE DEUS (SÃO JOÃO DOS PATOS)","79.2","92.4","13.2","DUP","","135BMA0340;230BMA0955","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","Coinc","230BMA0960","R.JOÃO DE DEUS (SÃO JOÃO DOS PATOS)","ENTR MA-034 (SÃO JOÃO DOS PATOS)","92.4","95","2.6","DUP","","135BMA0330;230BMA0960","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","Coinc","230BMA0970","ENTR MA-034 (SÃO JOÃO DOS PATOS)","FIM DUPLICAÇÃO","95","95.8","0.8","DUP","","135BMA0320;230BMA0970","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","Coinc","230BMA0975","FIM DUPLICAÇÃO","ENTR BR-135(B)/MA-368 (OROSIMBO)","95.8","116.5","20.7","PAV","","135BMA0310;230BMA0975","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0980","ENTR BR-135(B)/MA-368 (OROSIMBO)","INÍCIO DUPLICAÇÃO","116.5","143.1","26.6","PAV","","230BMA0980","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0985","INÍCIO DUPLICAÇÃO","ENTR MA-270/369 (PASTOS BONS)","143.1","144.4","1.3","DUP","","230BMA0985","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0990","ENTR MA-270/369 (PASTOS BONS)","FIM DUPLICAÇÃO","144.4","144.7","0.3","DUP","","230BMA0990","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0991","FIM DUPLICAÇÃO","ENTR MA-371 (SÃO  DOMINGOS DO AZEITÃO)","144.7","216.6","71.9","PAV","","230BMA0991","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA0992","ENTR MA-371 (SÃO  DOMINGOS DO AZEITÃO)","ENTR MA-373 (SANTA TEREZA)","216.6","239.4","22.8","PAV","","230BMA0992","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1000","ENTR MA-373 (SANTA TEREZA)","ENTR MA-374 (P/LORETO)","239.4","276.2","36.8","PAV","","230BMA1000","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1002","ENTR MA-374 (P/LORETO)","ENTR MA-012/375 (SÃO RAIMUNDO DAS MANGABEIRAS)","276.2","315.9","39.7","PAV","","230BMA1002","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1010","ENTR MA-012/375 (SÃO RAIMUNDO DAS MANGABEIRAS)","ENTR MA-006(A)","315.9","368.5","52.6","PAV","","230BMA1010","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1030","ENTR MA-006(A)","ENTR BR-324/330/MA-006(B) (BALSAS)","368.5","406.8","38.3","PAV","","230BMA1030","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1050","ENTR BR-324/330/MA-006(B) (BALSAS)","ENTR MA-132 (RIACHÃO)","406.8","482.8","76","PAV","","230BMA1050","Federal","","","","Federal","PAV","Barão de Grajaú"
"230","MA","Eixo Principal","-","230BMA1060","ENTR MA-132 (RIACHÃO)","ENTR BR-010(A) (CAROLINA)","482.8","574.2","91.4","PAV","","230BMA1060","Federal","","","","Federal","PAV","Imperatriz"
"230","MA","Eixo Principal","Coinc","230BMA1070","ENTR BR-010(A) (CAROLINA)","ENTR BR-010(B)/226(A)/MA-138 (ESTREITO)","574.2","669","94.8","PAV","","010BMA0370;230BMA1070","Federal","","","","Federal","PAV","Imperatriz"
"230","MA","Eixo Principal","Coinc","230BMA1075","ENTR BR-010(B)/226(A)/MA-138 (ESTREITO)","DIV MA/TO","669","669.8","0.8","PAV","","226BMA0940;230BMA1075","Federal","","","","Federal","PAV","Imperatriz"
"230","PA","Eixo Principal","-","230BPA1190","DIV TO/PA (INÍCIO PONTE S/RIO ARAGUAIA)","FIM PONTE S/RIO ARAGUAIA","0","0.9","0.9","PAV","","230BPA1190","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1200","FIM PONTE S/RIO ARAGUAIA","ENTR PA-459 (P/BREJO GRANDE DO ARAGUAIA)","0.9","25.4","24.5","PAV","","230BPA1200","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1245","ENTR PA-459 (P/BREJO GRANDE DO ARAGUAIA)","ENTR BR-153(A)","25.4","74","48.6","PAV","","230BPA1245","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","Coinc","230BPA1250","ENTR BR-153(A)","ENTR PA-405","74","80.84","6.84","PAV","","153BPA0030;230BPA1250","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","Coinc","230BPA1270","ENTR PA-405","ENTR BR-153(B)/155/222 (MARABÁ)","80.84","115.7","34.86","PAV","","153BPA0010;230BPA1270","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1290","ENTR BR-153(B)/155/222 (MARABÁ)","RIO ITACAIÚNAS","115.7","121.04","5.34","DUP","","230BPA1290","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1300","RIO ITACAIÚNAS","PERÍMETRO URBANO CIDADE NOVA","121.04","124.08","3.04","DUP","","230BPA1300","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1305","PERÍMETRO URBANO CIDADE NOVA","ENTR PA-268 (P/ITUPIRANGA)","124.08","164.2","40.12","PAV","","230BPA1305","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1330","ENTR PA-268 (P/ITUPIRANGA)","RIO CAJAZEIRAS","164.2","188.48","24.28","PAV","","230BPA1330","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1360","RIO CAJAZEIRAS","DIVINÓPOLIS","188.48","234.04","45.56","PAV","","230BPA1360","Federal","","","","Federal","PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1375","DIVINÓPOLIS","RIO PUCURUÍ","234.04","280.04","46","IMP","EOP","230BPA1375","Federal","","","","Federal","N_PAV","Marabá"
"230","PA","Eixo Principal","-","230BPA1390","RIO PUCURUÍ","ENTR BR-422 (NOVO REPARTIMENTO)","280.04","301.1","21.06","IMP","EOP","230BPA1390","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1400","ENTR BR-422 (NOVO REPARTIMENTO)","RIO ARATAÚ","301.1","383.4","82.3","IMP","EOP","230BPA1400","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1405","RIO ARATAÚ","INÍCIO TRECHO PAVIMENTADO","383.4","388.4","5","IMP","EOP","230BPA1405","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1410","INÍCIO TRECHO PAVIMENTADO","RIO PACAJÁ (PACAJÁ)","388.4","406.7","18.3","PAV","","230BPA1410","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1420","RIO PACAJÁ (PACAJÁ)","RIO ANAPÚ (ANAPÚ)","406.7","488.3","81.6","PAV","","230BPA1420","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1440","RIO ANAPÚ (ANAPÚ)","ENTR PA-167(A)/258 (P/ SENADOR JOSÉ PORFÍRIO)","488.3","555.1","66.8","PAV","","230BPA1440","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1460","ENTR PA-167(A)/258 (P/ SENADOR JOSÉ PORFÍRIO)","INÍCIO TRAVESSIA RIO XINGÚ (BELO MONTE)","555.1","563.5","8.4","PAV","","230BPA1460","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1470","INÍCIO TRAVESSIA RIO XINGÚ (BELO MONTE)","FIM TRAVESSIA RIO XINGÚ","563.5","563.9","0.4","TRV","","230BPA1470","Federal","","","","Federal","N_PAV",""
"230","PA","Eixo Principal","-","230BPA1480","FIM TRAVESSIA RIO XINGÚ","INÍCIO DA PONTE SOBRE O CANAL DE FUGA DA UHE BELO MONTE","563.9","573.2","9.3","PAV","","230BPA1480","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1482","INÍCIO DA PONTE SOBRE O CANAL DE FUGA DA UHE BELO MONTE","FINAL DA PONTE SOBRE O CANAL DE FUGA DA UHE BELO MONTE","573.2","573.8","0.6","PAV","","230BPA1482","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1485","FINAL DA PONTE SOBRE O CANAL DE FUGA DA UHE BELO MONTE","ENTR BR-158/PA-415(A)","573.8","624.5","50.7","PAV","","230BPA1485","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1495","ENTR BR-158/PA-415(A)","ENTR PA-415(B) (P/VITÓRIA DO XINGU)","624.5","626.6","2.1","PLA","","230BPA1495","Estadual","","PA-415","PAV","Estadual","PLA",""
"230","PA","Eixo Principal","-","230BPA1497","ENTR PA-415(B) (P/VITÓRIA DO XINGU)","FIM TRAVESSIA URBANA DE ALTAMIRA","626.6","642.2","15.6","PLA","","230BPA1497","Federal","","","","Federal","PLA",""
"230","PA","Eixo Principal","-","230BPA1500","FIM TRAVESSIA URBANA DE ALTAMIRA"," BRASIL NOVO","642.2","697.6","55.4","PAV","","230BPA1500","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1520"," BRASIL NOVO","MEDICILÂNDIA","697.6","741.5","43.9","PAV","","230BPA1520","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1525","MEDICILÂNDIA","FIM DA PAVIMENTAÇÃO","741.5","743.6","2.1","PAV","","230BPA1525","Federal","","","","Federal","PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1530","FIM DA PAVIMENTAÇÃO","ENTR PA-370","743.6","776.6","33","IMP","","230BPA1530","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1540","ENTR PA-370","URUARÁ","776.6","848.6","72","IMP","","230BPA1540","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1550","URUARÁ","PLACAS","848.6","909.6","61","IMP","","230BPA1550","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","-","230BPA1580","PLACAS","ENTR BR-163(A) (RURÓPOLIS)","909.6","999.6","90","IMP","","230BPA1580","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","Coinc","230BPA1590","ENTR BR-163(A) (RURÓPOLIS)","VILA ÁGUA AZUL","999.6","1057.3","57.7","IMP","EOP","163BPA1140;230BPA1590","Federal","","","","Federal","N_PAV","Altamira"
"230","PA","Eixo Principal","Coinc","230BPA1600","VILA ÁGUA AZUL","RIO CUPARÍ","1057.3","1065.7","8.4","IMP","EOP","163BPA1130;230BPA1600","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","Coinc","230BPA1610","RIO CUPARÍ","VILA DIVINÓPOLIS","1065.7","1073.1","7.4","IMP","EOP","163BPA1120;230BPA1610","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","Coinc","230BPA1620","VILA DIVINÓPOLIS","IG SÃO JOAQUIM (DIV RURÓPOLIS/ITAITUBA)","1073.1","1103.7","30.6","IMP","EOP","163BPA1110;230BPA1620","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","Coinc","230BPA1630","IG SÃO JOAQUIM (DIV RURÓPOLIS/ITAITUBA)","ENTR BR-163(B) (CAMPO VERDE)","1103.7","1111.5","7.8","IMP","EOP","163BPA1100;230BPA1630","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1640","ENTR BR-163(B) (CAMPO VERDE)","INÍCIO TRAVESSIA R. TAPAJÓS (MIRITITUBA)","1111.5","1144.5","33","PAV","","230BPA1640","Concessão Federal","","","","Federal","PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1670","INÍCIO TRAVESSIA R. TAPAJÓS (MIRITITUBA)","FIM TRAVESSIA RIO TAPAJÓS) (ITAITUBA)","1144.5","1147.3","2.8","TRV","","230BPA1670","Federal","","","","Federal","N_PAV",""
"230","PA","Eixo Principal","-","230BPA1680","FIM TRAVESSIA RIO TAPAJÓS) (ITAITUBA)","ENTR PA-192/265","1147.3","1154.3","7","PLA","","230BPA1680","Municipal","","Alienado","IMP","Municipal","PLA",""
"230","PA","Eixo Principal","-","230BPA1690","ENTR PA-192/265","IGARAPÉ NAMBUAÍ","1154.3","1227.3","73","IMP","","230BPA1690","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1710","IGARAPÉ NAMBUAÍ","IGARAPÉ MONTANHA","1227.3","1312.1","84.8","IMP","","230BPA1710","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1730","IGARAPÉ MONTANHA","IGARAPÉ MISSÃO","1312.1","1382.3","70.2","IMP","","230BPA1730","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1750","IGARAPÉ MISSÃO","IG QUATÁ (DIV ITAITUBA/JACAREACANGA)","1382.3","1426.9","44.6","IMP","","230BPA1750","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1760","IG QUATÁ (DIV ITAITUBA/JACAREACANGA)","IGARAPÉ PRETO","1426.9","1488.5","61.6","IMP","","230BPA1760","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1770","IGARAPÉ PRETO","JACAREACANGA","1488.5","1531","42.5","IMP","","230BPA1770","Federal","","","","Federal","N_PAV","Itaituba"
"230","PA","Eixo Principal","-","230BPA1790","ACESSO A JACAREACANGA ","DIV PA/AM (IGARAPÉ PALMARES)","1531","1584.5","53.5","IMP","","230BPA1790","Federal","","","","Federal","N_PAV","Itaituba"
"230","PB","Eixo Principal","-","230BPB0010","PORTO (CABEDELO)","INÍCIO DUPLICAÇÃO (CABEDELO)","0","1.8","1.8","PAV","","230BPB0010","Federal","","","","Federal","PAV","João Pessoa"
